Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1932,Lake Placid,Ice Hockey,Ice Hockey,"COCKBURN, William George",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"CROWLEY, Clifford",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"DUNCANSON, Albert",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"GARBUTT, George",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"HINKEL, Roy",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"LINDQUIST, C. Victor",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MALLOY, Norman",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MONSON, Walter",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"MOORE, Kenneth",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"RIVERS, N.Romeo",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"SIMPSON, Harold",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"SUTHERLAND, Hugh",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"WAGNER, W. Stanley",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"WISE, J. Alliston",Canada,Men,Ice Hockey,Gold
1932,Lake Placid,Ice Hockey,Ice Hockey,"ANDERSON, Osborn",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"BENT, John Peale",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"CHASE, John Pierce",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"COOKMAN, John Emery",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"EVERETT, Douglas Newton",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FARRELL, Franklin",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FITZGERALD, Joseph",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"FRAZIER, Edward Hartwell",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"GARRISON, John Bright",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"HALLOCK, Gerard",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"LIVINGSTON, Robert Cambridge",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"NELSON, Francis Augustus",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"PALMER, Winthrop Hale",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Ice Hockey,Ice Hockey,"SMITH, Gordon",United States,Men,Ice Hockey,Silver
1932,Lake Placid,Skating,Figure skating,"WILSON, Montgomery",Canada,Men,Individual,Bronze
1932,Lake Placid,Skating,Figure skating,"SCHÄFER, Karl",Austria,Men,Individual,Gold
1932,Lake Placid,Skating,Figure skating,"GRAFSTRÖM, Gillis",Sweden,Men,Individual,Silver
1932,Lake Placid,Skating,Figure skating,"VINSON, Maribel",United States,Women,Individual,Bronze
1932,Lake Placid,Skating,Figure skating,"HENIE, Sonja",Norway,Women,Individual,Gold
1932,Lake Placid,Skating,Figure skating,"BURGER, Fritzi",Austria,Women,Individual,Silver
1932,Lake Placid,Skating,Figure skating,"ROTTER, Emilia",Hungary,Women,Pairs,Bronze
1932,Lake Placid,Skating,Figure skating,"SZOLLAS, Laszlo",Hungary,Men,Pairs,Bronze
1932,Lake Placid,Skating,Figure skating,"BRUNET, Andrée",France,Women,Pairs,Gold
1932,Lake Placid,Skating,Figure skating,"BRUNET, Pierre",France,Men,Pairs,Gold
1932,Lake Placid,Skating,Figure skating,"BADGER, Sherwin",United States,Men,Pairs,Silver
1932,Lake Placid,Skating,Figure skating,"LOUGHRAN, Beatrix",United States,Women,Pairs,Silver
1932,Lake Placid,Skating,Speed skating,"STACK, Frank",Canada,Men,10000M,Bronze
1932,Lake Placid,Skating,Speed skating,"JAFFEE, Irving",United States,Men,10000M,Gold
1932,Lake Placid,Skating,Speed skating,"BALLANGRUD, Ivar",Norway,Men,10000M,Silver
1932,Lake Placid,Skating,Speed skating,"LOGAN, William F.",Canada,Men,1500M,Bronze
1932,Lake Placid,Skating,Speed skating,"SHEA, John A.",United States,Men,1500M,Gold
1932,Lake Placid,Skating,Speed skating,"HURD, Alexander",Canada,Men,1500M,Silver
1932,Lake Placid,Skating,Speed skating,"LOGAN, William F.",Canada,Men,5000M,Bronze
1932,Lake Placid,Skating,Speed skating,"JAFFEE, Irving",United States,Men,5000M,Gold
1932,Lake Placid,Skating,Speed skating,"MURPHY, Edward",United States,Men,5000M,Silver
1932,Lake Placid,Skating,Speed skating,"HURD, Alexander",Canada,Men,500M,Bronze
1932,Lake Placid,Skating,Speed skating,"SHEA, John A.",United States,Men,500M,Gold
1932,Lake Placid,Skating,Speed skating,"EVENSEN, Bernt",Norway,Men,500M,Silver
1932,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli",Finland,Men,18KM,Bronze
1932,Lake Placid,Skiing,Cross Country Skiing,"UTTERSTRÖM, Sven",Sweden,Men,18KM,Gold
1932,Lake Placid,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel",Sweden,Men,18KM,Silver
1932,Lake Placid,Skiing,Cross Country Skiing,"RUSTADSTUEN, Arne",Norway,Men,50KM,Bronze
1932,Lake Placid,Skiing,Cross Country Skiing,"SAARINEN, Veli",Finland,Men,50KM,Gold
1932,Lake Placid,Skiing,Cross Country Skiing,"LIIKKANEN, Väinö",Finland,Men,50KM,Silver
1932,Lake Placid,Skiing,Nordic Combined,"VINJARENGEN, Hans",Norway,Men,Individual,Bronze
1932,Lake Placid,Skiing,Nordic Combined,"GROTTUMSBRAATEN, Johan",Norway,Men,Individual,Gold
1932,Lake Placid,Skiing,Nordic Combined,"STENEN, Ole",Norway,Men,Individual,Silver
1932,Lake Placid,Skiing,Ski Jumping,"WALBERG, Kaare",Norway,Men,K90 Individual (70M),Bronze
1932,Lake Placid,Skiing,Ski Jumping,"RUUD, Birger",Norway,Men,K90 Individual (70M),Gold
1932,Lake Placid,Skiing,Ski Jumping,"BECK, Hans",Norway,Men,K90 Individual (70M),Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CARDNO, James Farquhar",United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"DUGDALE, Gary",United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GREEN, Charles Patrick",United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MCEVOY, Frederick James",United Kingdom,Men,Four-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph",Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BOUVIER, Charles",Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"GARTMANN, Arnold",Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"MUSY, Pierre",Switzerland,Men,Four-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"AICHELE, Hans",Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BÜTIKOFER, Hans",Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"CAPADRUTT, Reto",Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",Switzerland,Men,Four-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"COLGATE, Gilbert",United States,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"LAWRENCE, Richard Webster",United States,Men,Two-Man,Bronze
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BROWN, Ivan Elmore",United States,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"WASHBOND, Alan M.",United States,Men,Two-Man,Gold
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"BEERLI, Joseph",Switzerland,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",Switzerland,Men,Two-Man,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"GARRISON, John Bright",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KAMMER, August",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LA BATTE, Philip William",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"LAX, John Charles",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOONE, Thomas",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROSS, Eldridge Baker",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ROWE, Paul Edward",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SHAUGHNESSY, Francis John",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SMITH, Gordon",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SPAIN, Francis Jones",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STUBBS, Frank Raymond",United States,Men,Ice Hockey,Bronze
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ARCHER, Alexander",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BORLAND, James Andrew",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"BRENCHLEY, Edgar",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"CHAPPELL, James",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"COWARD, John",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAILLEY, Gordon Debenham",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DAVEY, John Gerald",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ERHARDT, Carl",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FOSTER, James",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KILPATRICK, John",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"STINCHCOMBE, Archibald",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"WYMAN, Robert",United Kingdom,Men,Ice Hockey,Gold
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"DEACON, Maxwell Arnold",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARGUHARSON, Hugh",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"FARMER-HORN, Kenneth",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"HAGGARTY, James",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"KITCHEN, Walter",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MILTON, Raymond",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MOORE, Francis",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"MURRAY, Herman",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NASH, Arthur",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"NEVILLE, David John",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"SINCLAIR, Alexander",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"ST.GERMAIN, Ralph",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Ice Hockey,Ice Hockey,"THOMSON, William",Canada,Men,Ice Hockey,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"KASPAR, Felix",Austria,Men,Individual,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"SCHÄFER, Karl",Austria,Men,Individual,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst",Germany,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"HULTEN, Vivi-Anne",Sweden,Women,Individual,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"HENIE, Sonja",Norway,Women,Individual,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"COLLEDGE, Cecilia",United Kingdom,Women,Individual,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"ROTTER, Emilia",Hungary,Women,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"SZOLLAS, Laszlo",Hungary,Men,Pairs,Bronze
1936,Garmisch Partenkirchen,Skating,Figure skating,"BAIER, Ernst",Germany,Men,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"HERBER, Maxi",Germany,Women,Pairs,Gold
1936,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Erik",Austria,Men,Pairs,Silver
1936,Garmisch Partenkirchen,Skating,Figure skating,"PAUSIN, Ilse",Austria,Women,Pairs,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"STIEPL, Max",Austria,Men,10000M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",Norway,Men,10000M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",Finland,Men,10000M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",Finland,Men,1500M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"MATHISEN, Charles",Norway,Men,1500M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",Norway,Men,1500M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"OJALA, Antero",Finland,Men,5000M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",Norway,Men,5000M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"WASENIUS, Birger",Finland,Men,5000M,Silver
1936,Garmisch Partenkirchen,Skating,Speed skating,"FREISINGER, Leo",United States,Men,500M,Bronze
1936,Garmisch Partenkirchen,Skating,Speed skating,"BALLANGRUD, Ivar",Norway,Men,500M,Gold
1936,Garmisch Partenkirchen,Skating,Speed skating,"KROG, Georg",Norway,Men,500M,Silver
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"ALLAIS, Emile",France,Men,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"PFNÜR, Franz",Germany,Men,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"LANTSCHNER, Gustav",Germany,Men,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"SCHOU-NILSEN, Laila",Norway,Women,Alpine Combined,Bronze
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"CRANZ, Christel",Germany,Women,Alpine Combined,Gold
1936,Garmisch Partenkirchen,Skiing,Alpine Skiing,"GRASEGGER, Käthe",Germany,Women,Alpine Combined,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NIEMI, Pekka",Finland,Men,18KM,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August",Sweden,Men,18KM,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn",Norway,Men,18KM,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BERGER, John",Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HÄGGBLAD, Artur",Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LARSSON, Erik August",Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"MATSBO, Martin",Sweden,Men,4X10KM Relay,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"JALKANEN, Kalle",Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"KARPPINEN, Klaus",Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"LÄHDE, Matti",Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"NURMELA, Sulo",Finland,Men,4X10KM Relay,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"BRODAHL, Sverre",Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HAGEN, Oddbjorn",Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"HOFFSBAKKEN, Olaf",Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"IVERSEN, Bjarne",Norway,Men,4X10KM Relay,Silver
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"ENGLUND, Nils-Joel",Sweden,Men,50KM,Bronze
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKLUND, Elis",Sweden,Men,50KM,Gold
1936,Garmisch Partenkirchen,Skiing,Cross Country Skiing,"WIKSTRÖM, Axel",Sweden,Men,50KM,Silver
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"BRODAHL, Sverre",Norway,Men,Individual,Bronze
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"HAGEN, Oddbjorn",Norway,Men,Individual,Gold
1936,Garmisch Partenkirchen,Skiing,Nordic Combined,"HOFFSBAKKEN, Olaf",Norway,Men,Individual,Silver
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"ANDERSEN, Reidar",Norway,Men,K90 Individual (70M),Bronze
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"RUUD, Birger",Norway,Men,K90 Individual (70M),Gold
1936,Garmisch Partenkirchen,Skiing,Ski Jumping,"ERIKSSON, Sven",Sweden,Men,K90 Individual (70M),Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"BICKFORD, James John",United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, Donald",United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"DUPREE, William",United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"HICKS, Thomas",United States,Men,Four-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"D'AMICO, William",United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"MARTIN, Patrick Henry",United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"RIMKUS, Edward",United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"TYLER, Francis William",United States,Men,Four-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"HOUBEN, Max",Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"MANSVELD, Freddy",Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"MOUVET, Jacques",Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"NIELS, Louis-Georges",Belgium,Men,Four-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"CARRON, Schuyler",United States,Men,Two-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"FORTUNE, Frederick Joseph",United States,Men,Two-Man,Bronze
1948,St.Moritz,Bobsleigh,Bobsleigh,"ENDRICH, Felix",Switzerland,Men,Two-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"WALLER, Friedrich",Switzerland,Men,Two-Man,Gold
1948,St.Moritz,Bobsleigh,Bobsleigh,"EBERHARD, Paul Hans",Switzerland,Men,Two-Man,Silver
1948,St.Moritz,Bobsleigh,Bobsleigh,"FEIERABEND, Fritz",Switzerland,Men,Two-Man,Silver
1948,St.Moritz,Bobsleigh,Skeleton,"CRAMMOND, John",United Kingdom,Men,Individual,Bronze
1948,St.Moritz,Bobsleigh,Skeleton,"BIBBIA, Nino",Italy,Men,Individual,Gold
1948,St.Moritz,Bobsleigh,Skeleton,"HEATON, John",United States,Men,Individual,Silver
1948,St.Moritz,Ice Hockey,Ice Hockey,"BÄNNINGER, Hans",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"BIELER, Alfred",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"BOLLER, Heinrich",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Ferdinand",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"CATTINI, Hans",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Hans",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"DÜRST, Walter Paul",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"HANDSCHIN, Emil",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Heini",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"LOHRER, Werner",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"PERL, Reto",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Gebhard",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"POLTERA, Ulrich",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"RÜEDI, Beat",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"SCHUBIGER, Otto",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"TORRIANI, Richard",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"TREPP, Hans",Switzerland,Men,Ice Hockey,Bronze
1948,St.Moritz,Ice Hockey,Ice Hockey,"BROOKS, H.",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"DOWEY, Murray Albert",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"DUNSTER, Bernard Frank",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"FORBES, R.A.",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"GILPIN, A.",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"GRAVELLE, Jean Orval",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"GUZZO, Patrick",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"HALDER, Walter Edwin",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"HIBBERD, Thomas Edward",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"KING, Ross",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"LAPERRIERE, Henri-André",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"LECOMPTE, John Howard",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"LEICHNITZ, J.",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"MARA, George Edward",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"RENAUD, Albert Roméo",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"SCHROETER, Reginald John",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Ice Hockey,Ice Hockey,"TAYLOR, Irving",Canada,Men,Ice Hockey,Gold
1948,St.Moritz,Skating,Figure skating,"RADA, Edi",Austria,Men,Individual,Bronze
1948,St.Moritz,Skating,Figure skating,"BUTTON, Richard",United States,Men,Individual,Gold
1948,St.Moritz,Skating,Figure skating,"GERSCHWILER, Hans",Switzerland,Men,Individual,Silver
1948,St.Moritz,Skating,Figure skating,"ALTWEGG, Jeannette",United Kingdom,Women,Individual,Bronze
1948,St.Moritz,Skating,Figure skating,"SCOTT, Barbara Ann",Canada,Women,Individual,Gold
1948,St.Moritz,Skating,Figure skating,"PAWLIK, Eva",Austria,Women,Individual,Silver
1948,St.Moritz,Skating,Figure skating,"DIESTELMEYER, Wallace",Canada,Men,Pairs,Bronze
1948,St.Moritz,Skating,Figure skating,"MORROW, Suzanne",Canada,Women,Pairs,Bronze
1948,St.Moritz,Skating,Figure skating,"BAUGNIET, Pierre",Belgium,Men,Pairs,Gold
1948,St.Moritz,Skating,Figure skating,"LANNOY, Micheline",Belgium,Women,Pairs,Gold
1948,St.Moritz,Skating,Figure skating,"KEKESSY, Andrea",Hungary,Women,Pairs,Silver
1948,St.Moritz,Skating,Figure skating,"KIRALY, Ede",Hungary,Men,Pairs,Silver
1948,St.Moritz,Skating,Speed skating,"LAMMIO, Pentti",Finland,Men,10000M,Bronze
1948,St.Moritz,Skating,Speed skating,"SEYFFARTH, Ake",Sweden,Men,10000M,Gold
1948,St.Moritz,Skating,Speed skating,"PARKKINEN, Lauri",Finland,Men,10000M,Silver
